index,node1,node2,predicted laybel,probability laybel,node1-name,node2-name
341201,2715,1125,1,0.8618592153076411,a_51443,a_26923
341270,2715,659,1,0.8657929161683735,a_51443,a_2144
341381,2715,380,1,0.8608523799810383,a_51443,a_14405
341383,2715,2188,1,0.8591169672456254,a_51443,a_43207
341397,2715,1926,1,0.8514878350732096,a_51443,a_38939
341634,2715,3298,1,0.855354191493376,a_51443,a_59195
342113,2715,2845,1,0.8576469584357228,a_51443,a_53234
343702,7424,263,1,0.855090792905391,p_47523,a_12847
343761,7424,3106,1,0.8537336513132493,p_47523,a_56658
343970,7424,1926,1,0.8514149432925072,p_47523,a_38939
344099,7424,3853,1,0.8511692271380632,p_47523,a_67681
344196,7424,1732,1,0.855176656864519,p_47523,a_34604
347822,6472,1926,1,0.8591169672456254,p_2224,a_38939
347951,6472,3853,1,0.9172647009407063,p_2224,a_67681
348836,4270,263,1,0.8594523253382882,a_75562,a_12847
350514,6444,3853,1,0.9601365257411274,p_219,a_67681
351794,6486,3853,1,0.8869633196263836,p_22450,a_67681
351902,6486,3298,1,0.855354191493376,p_22450,a_59195
352928,1271,380,1,0.8570226639092052,a_28322,a_14405
353660,1271,2845,1,0.8504970818939741,a_28322,a_53234
354227,559,2171,1,0.8549498301495457,a_17432,a_42818
359379,425,4070,1,0.8576246366312782,a_14922,a_71163
359386,425,2489,1,0.8809949773013817,a_14922,a_47531
359753,425,4276,1,0.8576246366312782,a_14922,a_75742
361775,7047,2651,1,0.8763006997948624,p_3238,a_5048
367946,2452,263,1,0.8605799115545552,a_47118,a_12847
368451,2452,3298,1,0.8517854186053947,a_47118,a_59195
368930,2452,2845,1,0.8616519767747556,a_47118,a_53234
369284,6929,1125,1,0.8522199810920682,p_29645,a_26923
369706,6929,1732,1,0.8524514625735498,p_29645,a_34604
374325,7193,3106,1,0.860942119389451,p_38830,a_56658
376977,560,3261,1,0.8624198451365505,a_17828,a_58668
377110,560,4070,1,0.8740626752109733,a_17828,a_71163
378051,6651,2723,1,0.8604952611221454,p_24660,a_51559
378653,6651,190,1,0.8611645579106282,p_24660,a_1165
380600,263,3258,1,0.8532959211105193,a_12847,a_58622
380609,263,1490,1,0.851014488668983,a_12847,a_30566
380613,263,6921,1,0.855090792905391,a_12847,p_29578
380658,263,7772,1,0.855090792905391,a_12847,p_5999
380670,263,3842,1,0.851495602712308,a_12847,a_67501
380690,263,2970,1,0.851495602712308,a_12847,a_55050
380713,263,7076,1,0.8553987294133277,a_12847,p_33764
380726,263,2692,1,0.8529299115545552,a_12847,a_51059
380761,263,2758,1,0.8538481926511048,a_12847,a_5202
380788,263,2231,1,0.8538481926511048,a_12847,a_4393
380793,263,7265,1,0.8553987294133277,a_12847,p_41697
380816,263,6201,1,0.855090792905391,a_12847,p_16369
380831,263,6524,1,0.853603857618456,a_12847,p_23
380833,263,3,1,0.8529299115545552,a_12847,a_100116
380865,263,4082,1,0.8643178668754534,a_12847,a_71363
380902,263,160,1,0.8532959211105193,a_12847,a_11300
380963,263,6423,1,0.8532959211105193,a_12847,p_2179
380993,263,4491,1,0.853603857618456,a_12847,a_80413
381016,263,6203,1,0.8553987294133277,a_12847,p_16374
381068,263,2091,1,0.855633900753796,a_12847,a_4156
381070,263,6424,1,0.8553987294133277,a_12847,p_21793
381132,263,4049,1,0.8605799115545552,a_12847,a_70879
381134,263,4467,1,0.851014488668983,a_12847,a_80057
381160,263,3397,1,0.8624198451365505,a_12847,a_60696
381190,263,3274,1,0.8529299115545552,a_12847,a_58782
381196,263,4072,1,0.8624198451365505,a_12847,a_71187
381211,263,3171,1,0.8605799115545552,a_12847,a_57395
381247,263,2931,1,0.8507817630276122,a_12847,a_5457
381259,263,1161,1,0.855633900753796,a_12847,a_27201
381293,263,8045,1,0.855090792905391,a_12847,p_69816
381438,263,8276,1,0.853603857618456,a_12847,p_7773
381496,263,8773,1,0.8553987294133277,a_12847,p_9237
381581,263,8208,1,0.8553987294133277,a_12847,p_74462
381623,263,6388,1,0.855090792905391,a_12847,p_2091
381876,7077,3106,1,0.8717406967891225,p_33853,a_56658
383402,311,2489,1,0.8546741382924077,a_13628,a_47531
384516,1883,3261,1,0.8682207109374162,a_38003,a_58668
390755,6030,2651,1,0.8698552664163741,p_13809,a_5048
390978,6030,3853,1,0.9272374282134337,p_13809,a_67681
394824,1978,4179,1,0.8757695248087143,a_39748,a_7341
395897,4698,2489,1,0.8528530557280847,a_83933,a_47531
399470,7484,2651,1,0.8961222876929698,p_51427,a_5048
399790,7484,1732,1,0.8524514625735498,p_51427,a_34604
400596,6021,3106,1,0.8617406967891225,p_13730,a_56658
400711,6021,2651,1,0.8763006997948624,p_13730,a_5048
400934,6021,3853,1,0.8886071552428221,p_13730,a_67681
402279,1797,4179,1,0.8809949773013817,a_3606,a_7341
409268,6863,1125,1,0.8624349703532702,p_28367,a_26923
409448,6863,380,1,0.8514878350732096,p_28367,a_14405
409593,6863,3853,1,0.8962978536025469,p_28367,a_67681
409690,6863,1732,1,0.8647158936210357,p_28367,a_34604
414296,6028,2651,1,0.8961222876929698,p_13784,a_5048
415492,866,659,1,0.8832174559095661,a_23791,a_2144
415619,866,1926,1,0.8591169672456254,a_23791,a_38939
415856,866,3298,1,0.8659032583654771,a_23791,a_59195
421655,7592,2651,1,0.8503883688404109,p_54668,a_5048
423998,7803,1125,1,0.8522199810920682,p_61535,a_26923
424420,7803,1732,1,0.8524514625735498,p_61535,a_34604
425544,6592,3853,1,0.9272374282134337,p_2379,a_67681
425652,6592,3298,1,0.8659032583654771,p_2379,a_59195
429788,3258,2845,1,0.8528191540242054,a_58622,a_53234
430195,6961,2651,1,0.8594568462103038,p_30445,a_5048
436232,6075,659,1,0.9013002056766762,p_14488,a_2144
437374,7316,1125,1,0.8624349703532702,p_43501,a_26923
437554,7316,380,1,0.8514878350732096,p_43501,a_14405
437699,7316,3853,1,0.8962978536025469,p_43501,a_67681
437796,7316,1732,1,0.8647158936210357,p_43501,a_34604
438653,5901,659,1,0.8832174559095661,p_12919,a_2144
438686,5901,2651,1,0.8698552664163741,p_12919,a_5048
438780,5901,1926,1,0.8591169672456254,p_12919,a_38939
439017,5901,3298,1,0.8659032583654771,p_12919,a_59195
439793,1490,1125,1,0.8614145158740598,a_30566,a_26923
441001,6465,1125,1,0.8509533144254017,p_2210,a_26923
441070,6465,659,1,0.8832174559095661,p_2210,a_2144
441103,6465,2651,1,0.8698552664163741,p_2210,a_5048
443516,5739,2651,1,0.8861222876929697,p_101511,a_5048
444606,6921,3106,1,0.8553774869296876,p_29578,a_56658
444721,6921,2651,1,0.8813042264645596,p_29578,a_5048
445052,6921,3298,1,0.8616564051037366,p_29578,a_59195
447017,651,3373,1,0.879409258438015,a_21300,a_60466
447085,651,1789,1,0.8576246366312782,a_21300,a_35791
447219,651,1514,1,0.879409258438015,a_21300,a_30821
447464,651,1520,1,0.8715481702222684,a_21300,a_30869
447700,651,2268,1,0.8608547508523956,a_21300,a_44683
447751,651,3941,1,0.8630672136620906,a_21300,a_69121
447925,651,3738,1,0.8626998301495458,a_21300,a_65967
447952,651,3245,1,0.8772357819519531,a_21300,a_58394
448122,651,3453,1,0.8819202312161396,a_21300,a_61487
448800,2794,394,1,0.8530879262804056,a_52559,a_14586
450954,7343,3853,1,0.9288812638298719,p_4420,a_67681
451930,7250,2651,1,0.8961222876929698,p_40821,a_5048
452153,7250,3853,1,0.9601045534492867,p_40821,a_67681
453044,3106,551,1,0.8527745051968623,a_56658,a_1697
453051,3106,7772,1,0.8553774869296876,a_56658,p_5999
453057,3106,8034,1,0.8717406967891225,a_56658,p_6973
453059,3106,5537,1,0.8551670977894549,a_56658,a_974
453088,3106,7202,1,0.8617406967891225,a_56658,p_39188
453106,3106,7076,1,0.855354191493376,a_56658,p_33764
453149,3106,540,1,0.8650642610611722,a_56658,a_16534
453164,3106,7113,1,0.855354191493376,a_56658,p_3508
453170,3106,6892,1,0.860942119389451,a_56658,p_28939
453174,3106,3730,1,0.859749314430066,a_56658,a_65851
453185,3106,6413,1,0.8553774869296876,a_56658,p_21601
453186,3106,7265,1,0.855354191493376,a_56658,p_41697
453197,3106,6183,1,0.8717406967891225,a_56658,p_16210
453201,3106,6699,1,0.855354191493376,a_56658,p_2563
453205,3106,1610,1,0.8527745051968623,a_56658,a_3202
453209,3106,6201,1,0.8553774869296876,a_56658,p_16369
453213,3106,5858,1,0.855354191493376,a_56658,p_12436
453214,3106,6760,1,0.8537599901978524,a_56658,p_26630
453229,3106,6493,1,0.8717406967891225,a_56658,p_22586
453248,3106,7321,1,0.860942119389451,a_56658,p_43759
453270,3106,6042,1,0.860942119389451,a_56658,p_13927
453271,3106,6033,1,0.8717406967891225,a_56658,p_13829
453281,3106,6683,1,0.860942119389451,a_56658,p_25349
453295,3106,160,1,0.8553774869296876,a_56658,a_11300
453306,3106,7125,1,0.8518223031516716,a_56658,p_35449
453356,3106,6423,1,0.8553774869296876,a_56658,p_2179
453375,3106,456,1,0.8520901747125318,a_56658,a_1547
453382,3106,91,1,0.8736463499712112,a_56658,a_10378
453409,3106,6203,1,0.855354191493376,a_56658,p_16374
453414,3106,5893,1,0.8717406967891225,a_56658,p_12856
453417,3106,6420,1,0.8700740301224558,a_56658,p_21704
453442,3106,5920,1,0.8615406967891224,a_56658,p_13
453447,3106,1924,1,0.8573015121620997,a_56658,a_38896
453463,3106,6424,1,0.855354191493376,a_56658,p_21793
453465,3106,6446,1,0.855354191493376,a_56658,p_21907
453482,3106,7511,1,0.8537599901978524,a_56658,p_52465
453496,3106,571,1,0.8502382444026293,a_56658,a_18217
453548,3106,28,1,0.8736463499712112,a_56658,a_10066
453550,3106,5977,1,0.8537599901978524,a_56658,p_13478
453556,3106,797,1,0.8551670977894549,a_56658,a_23104
453570,3106,7100,1,0.8717406967891225,a_56658,p_34506
453579,3106,6397,1,0.8617406967891225,a_56658,p_2112
453580,3106,2072,1,0.8606435022094996,a_56658,a_41324
453602,3106,6940,1,0.860942119389451,a_56658,p_3003
453610,3106,5185,1,0.860942119389451,a_56658,a_91977
453614,3106,7112,1,0.8553774869296876,a_56658,p_3505
453650,3106,7109,1,0.8717406967891225,a_56658,p_34990
453677,3106,7728,1,0.855354191493376,a_56658,p_58715
453686,3106,8045,1,0.8553774869296876,a_56658,p_69816
453690,3106,4745,1,0.8520901747125318,a_56658,a_8492
453692,3106,7398,1,0.860942119389451,a_56658,p_46377
453693,3106,2703,1,0.8515212091317967,a_56658,a_51199
453703,3106,8299,1,0.8717406967891225,a_56658,p_7862
453729,3106,8127,1,0.8537599901978524,a_56658,p_7181
453755,3106,6949,1,0.8648364531787177,a_56658,p_30223
453768,3106,7418,1,0.8717406967891225,a_56658,p_47205
453779,3106,6171,1,0.855354191493376,a_56658,p_16061
453785,3106,7845,1,0.855354191493376,a_56658,p_6286
453788,3106,6202,1,0.8717406967891225,a_56658,p_16373
453801,3106,7465,1,0.860942119389451,a_56658,p_49793
453832,3106,7559,1,0.8717406967891225,a_56658,p_5398
453849,3106,6675,1,0.8617406967891225,a_56658,p_252
453869,3106,7663,1,0.8537599901978524,a_56658,p_57158
453875,3106,4708,1,0.8666863724157409,a_56658,a_84187
453889,3106,8773,1,0.855354191493376,a_56658,p_9237
453896,3106,3848,1,0.8514120157098986,a_56658,a_6757
453898,3106,6828,1,0.8717406967891225,a_56658,p_27430
453906,3106,7389,1,0.860942119389451,a_56658,p_45858
453917,3106,4592,1,0.8546722964898598,a_56658,a_8204
453920,3106,1043,1,0.859749314430066,a_56658,a_25859
453939,3106,7967,1,0.8553774869296876,a_56658,p_679
453948,3106,7402,1,0.8617406967891225,a_56658,p_4665
453951,3106,7848,1,0.8615406967891224,a_56658,p_6315
453974,3106,8208,1,0.855354191493376,a_56658,p_74462
453977,3106,7909,1,0.8717406967891225,a_56658,p_65459
453989,3106,7416,1,0.860942119389451,a_56658,p_47139
454016,3106,6388,1,0.8553774869296876,a_56658,p_2091
454021,3106,7324,1,0.8717406967891225,a_56658,p_43798
454029,3106,7143,1,0.8617406967891225,a_56658,p_36676
454031,3106,7382,1,0.8537599901978524,a_56658,p_4564
454045,3106,7558,1,0.855354191493376,a_56658,p_5396
454095,3106,5014,1,0.8631644324420578,a_56658,a_8891
454106,3106,7608,1,0.860942119389451,a_56658,p_5536
454110,3106,4824,1,0.8546722964898598,a_56658,a_86149
454129,3106,7548,1,0.8717406967891225,a_56658,p_5362
454135,3106,7167,1,0.8717406967891225,a_56658,p_3751
454160,3106,7357,1,0.860942119389451,a_56658,p_44760
454474,937,4070,1,0.8576246366312782,a_24603,a_71163
454848,937,4276,1,0.8576246366312782,a_24603,a_75742
456683,6620,659,1,0.8932699246582598,p_2412,a_2144
456716,6620,2651,1,0.8961222876929698,p_2412,a_5048
457926,3373,3261,1,0.8561584702513637,a_60466,a_58668
460193,7260,1125,1,0.8624349703532702,p_41415,a_26923
460373,7260,380,1,0.8514878350732096,p_41415,a_14405
460615,7260,1732,1,0.8647158936210357,p_41415,a_34604
462318,2675,4340,1,0.880567460866651,a_50855,a_7750
463114,3301,1631,1,0.854854404265574,a_59217,a_32397
466207,2277,659,1,0.8832174559095661,a_44816,a_2144
467393,5807,659,1,0.8932699246582598,p_10958,a_2144
467426,5807,2651,1,0.8961222876929698,p_10958,a_5048
468518,1125,7552,1,0.8522199810920682,a_26923,p_53682
468535,1125,6967,1,0.8509533144254017,a_26923,p_3058
468562,1125,6164,1,0.8509533144254017,a_26923,p_16012
468577,1125,4207,1,0.8520471792960526,a_26923,a_73936
468583,1125,542,1,0.8618592153076411,a_26923,a_16551
468614,1125,611,1,0.8533623091733282,a_26923,a_20023
468617,1125,1702,1,0.8520471792960526,a_26923,a_33521
468620,1125,7204,1,0.8522199810920682,a_26923,p_39221
468663,1125,2847,1,0.8624349703532702,a_26923,a_53265
468667,1125,6801,1,0.8522199810920682,a_26923,p_26966
468670,1125,7489,1,0.8509533144254017,a_26923,p_51556
468673,1125,5999,1,0.8522199810920682,a_26923,p_13585
468693,1125,1545,1,0.8718592153076411,a_26923,a_31212
468694,1125,6709,1,0.8718592153076411,a_26923,p_25812
468696,1125,5858,1,0.8624349703532702,a_26923,p_12436
468700,1125,2637,1,0.8520471792960526,a_26923,a_50034
468701,1125,7407,1,0.8624349703532702,a_26923,p_46908
468713,1125,476,1,0.8515212091317967,a_26923,a_15749
468736,1125,3505,1,0.8718592153076411,a_26923,a_62178
468746,1125,7221,1,0.8522199810920682,a_26923,p_39627
468755,1125,338,1,0.8624349703532702,a_26923,a_13907
468786,1125,6147,1,0.8509533144254017,a_26923,p_15957
468813,1125,5958,1,0.8509533144254017,a_26923,p_13346
468818,1125,4171,1,0.8614145158740598,a_26923,a_73155
468827,1125,6538,1,0.8509533144254017,a_26923,p_23054
468828,1125,859,1,0.8570226639092052,a_26923,a_23740
468843,1125,6793,1,0.8522199810920682,a_26923,p_26875
468856,1125,5942,1,0.8522199810920682,a_26923,p_13232
468869,1125,4491,1,0.8624349703532702,a_26923,a_80413
468885,1125,6440,1,0.8522199810920682,a_26923,p_21893
468897,1125,5893,1,0.8718592153076411,a_26923,p_12856
468903,1125,6511,1,0.8509533144254017,a_26923,p_22861
468912,1125,6373,1,0.8522199810920682,a_26923,p_20651
468919,1125,5102,1,0.8618592153076411,a_26923,a_90315
468922,1125,6907,1,0.8509533144254017,a_26923,p_29282
468944,1125,2091,1,0.869545661167941,a_26923,a_4156
468948,1125,6446,1,0.8624349703532702,a_26923,p_21907
468977,1125,6636,1,0.8522199810920682,a_26923,p_24431
469001,1125,6269,1,0.8509533144254017,a_26923,p_18356
469010,1125,4467,1,0.8614145158740598,a_26923,a_80057
469014,1125,6004,1,0.8509533144254017,a_26923,p_13647
469015,1125,6506,1,0.8522199810920682,a_26923,p_22805
469025,1125,8177,1,0.869605098792961,a_26923,p_73337
469030,1125,7816,1,0.8509533144254017,a_26923,p_61922
469053,1125,7100,1,0.8718592153076411,a_26923,p_34506
469067,1125,2732,1,0.869605098792961,a_26923,a_51685
469086,1125,7305,1,0.8522199810920682,a_26923,p_42924
469092,1125,3370,1,0.863017081464413,a_26923,a_60423
469093,1125,5185,1,0.863017081464413,a_26923,a_91977
469101,1125,2121,1,0.869605098792961,a_26923,a_41907
469106,1125,8214,1,0.8718592153076411,a_26923,p_74679
469130,1125,2788,1,0.863017081464413,a_26923,a_52477
469134,1125,4276,1,0.8529466662898367,a_26923,a_75742
469138,1125,4578,1,0.863017081464413,a_26923,a_81873
469154,1125,8345,1,0.8522199810920682,a_26923,p_79701
469170,1125,7679,1,0.8718592153076411,a_26923,p_57470
469179,1125,8056,1,0.8522199810920682,a_26923,p_70148
469185,1125,1102,1,0.8520471792960526,a_26923,a_2656
469204,1125,8591,1,0.8522199810920682,a_26923,p_87837
469207,1125,8526,1,0.8509533144254017,a_26923,p_86244
469215,1125,7987,1,0.8522199810920682,a_26923,p_68300
469251,1125,7418,1,0.8718592153076411,a_26923,p_47205
469252,1125,8832,1,0.8509533144254017,a_26923,p_94009
469265,1125,6582,1,0.8522199810920682,a_26923,p_2361
469267,1125,7784,1,0.8509533144254017,a_26923,p_60772
469270,1125,7985,1,0.8509533144254017,a_26923,p_68266
469315,1125,7559,1,0.8718592153076411,a_26923,p_5398
469329,1125,8256,1,0.8522199810920682,a_26923,p_76499
469330,1125,6666,1,0.8522199810920682,a_26923,p_24890
469345,1125,7855,1,0.8522199810920682,a_26923,p_63283
469361,1125,8957,1,0.8522199810920682,a_26923,p_9871
469365,1125,7272,1,0.8564153466102656,a_26923,p_419
469369,1125,7490,1,0.8522199810920682,a_26923,p_51681
469372,1125,8773,1,0.8624349703532702,a_26923,p_9237
469377,1125,8741,1,0.8522199810920682,a_26923,p_91222
469381,1125,6828,1,0.8718592153076411,a_26923,p_27430
469402,1125,7468,1,0.8509533144254017,a_26923,p_50369
469420,1125,8901,1,0.8509533144254017,a_26923,p_95707
469428,1125,8709,1,0.8522199810920682,a_26923,p_9047
469433,1125,7696,1,0.8624349703532702,a_26923,p_58
469437,1125,5828,1,0.8522199810920682,a_26923,p_113
469457,1125,8208,1,0.8624349703532702,a_26923,p_74462
469491,1125,4624,1,0.8618592153076411,a_26923,a_8246
469504,1125,7324,1,0.8718592153076411,a_26923,p_43798
469509,1125,8714,1,0.8509533144254017,a_26923,p_90648
469534,1125,8630,1,0.8522199810920682,a_26923,p_88918
469535,1125,8404,1,0.8509533144254017,a_26923,p_81040
469552,1125,8080,1,0.8522199810920682,a_26923,p_70946
469563,1125,8030,1,0.8624349703532702,a_26923,p_6968
469576,1125,7326,1,0.8522199810920682,a_26923,p_43912
469598,1125,7817,1,0.8522199810920682,a_26923,p_61925
469638,1125,7399,1,0.8718592153076411,a_26923,p_46610
469667,1125,6922,1,0.8509533144254017,a_26923,p_29579
469678,1125,6609,1,0.8624349703532702,a_26923,p_2396
469683,1125,7809,1,0.8509533144254017,a_26923,p_61719
469691,1125,7613,1,0.8509533144254017,a_26923,p_5552
469762,7356,659,1,0.9115002056766763,p_44743,a_2144
479198,7552,659,1,0.8932699246582598,p_53682,a_2144
479231,7552,2651,1,0.8961222876929698,p_53682,a_5048
479551,7552,1732,1,0.8524514625735498,p_53682,a_34604
481908,2530,4179,1,0.8794049713796872,a_48116,a_7341
483084,4558,3298,1,0.8537880886046088,a_8151,a_59195
486489,7322,3853,1,0.9272374282134337,p_43763,a_67681
486597,7322,3298,1,0.8659032583654771,p_43763,a_59195
488603,7063,2651,1,0.8861222876929697,p_32704,a_5048
499070,6967,2651,1,0.8698552664163741,p_3058,a_5048
499164,6967,1926,1,0.8591169672456254,p_3058,a_38939
502621,1344,2188,1,0.8605766629120373,a_28980,a_43207
502872,1344,3298,1,0.8616564051037366,a_28980,a_59195
503351,1344,2845,1,0.8528191540242054,a_28980,a_53234
503919,6448,3853,1,0.9601365257411274,p_21950,a_67681
504850,8034,2651,1,0.8763006997948624,p_6973,a_5048
508306,6644,2651,1,0.8808417762950258,p_24572,a_5048
508626,6644,1732,1,0.860942119389451,p_24572,a_34604
514046,8203,2651,1,0.8698552664163741,p_74208,a_5048
514140,8203,1926,1,0.8591169672456254,p_74208,a_38939
514269,8203,3853,1,0.9272374282134337,p_74208,a_67681
516302,1548,659,1,0.8830699246582597,a_31253,a_2144
518843,6490,3853,1,0.9601045534492867,p_22546,a_67681
522040,7883,2651,1,0.8698552664163741,p_64348,a_5048
529985,6164,2651,1,0.8698552664163741,p_16012,a_5048
530079,6164,1926,1,0.8591169672456254,p_16012,a_38939
540222,7202,1926,1,0.8514878350732096,p_39188,a_38939
540351,7202,3853,1,0.8886071552428221,p_39188,a_67681
540448,7202,1732,1,0.8620681372107792,p_39188,a_34604
541217,7487,659,1,0.9115002056766763,p_51515,a_2144
542371,6024,2651,1,0.8861222876929697,p_13770,a_5048
544941,1319,3298,1,0.8571876562954575,a_28716,a_59195
547176,4207,3298,1,0.8571876562954575,a_73936,a_59195
547933,659,542,1,0.8657929161683735,a_2144,a_16551
547941,659,7294,1,0.9115002056766763,a_2144,p_42758
547962,659,5801,1,0.9015002056766764,a_2144,p_10867
547974,659,6485,1,0.9115002056766763,a_2144,p_22448
547993,659,1835,1,0.8932699246582598,a_2144,a_37010
548023,659,5999,1,0.8932699246582598,a_2144,p_13585
548043,659,1545,1,0.8657929161683735,a_2144,a_31212
548123,659,6060,1,0.8932699246582598,a_2144,p_14175
548132,659,3571,1,0.8832174559095661,a_2144,a_63262
548143,659,6211,1,0.9115002056766763,a_2144,p_16464
548146,659,5875,1,0.9115002056766763,a_2144,p_12739
548156,659,1598,1,0.8832174559095661,a_2144,a_31888
548172,659,913,1,0.8832174559095661,a_2144,a_24382
548181,659,6331,1,0.9115002056766763,a_2144,p_194
548182,659,3296,1,0.9115002056766763,a_2144,a_5917
548183,659,7199,1,0.9115002056766763,a_2144,p_39182
548185,659,1948,1,0.8832174559095661,a_2144,a_39300
548203,659,5771,1,0.8932699246582598,a_2144,p_10497
548206,659,5942,1,0.8932699246582598,a_2144,p_13232
548209,659,6119,1,0.9115002056766763,a_2144,p_15264
548223,659,6574,1,0.9115002056766763,a_2144,p_235
548226,659,7807,1,0.9115002056766763,a_2144,p_61643
548230,659,7818,1,0.9115002056766763,a_2144,p_61929
548234,659,5868,1,0.9115002056766763,a_2144,p_12697
548243,659,6009,1,0.9115002056766763,a_2144,p_13670
548268,659,6585,1,0.9115002056766763,a_2144,p_23639
548277,659,6516,1,0.8657929161683735,a_2144,p_22898
548291,659,5933,1,0.8932699246582598,a_2144,p_13186
548299,659,2774,1,0.8832174559095661,a_2144,a_52291
548301,659,3554,1,0.9115002056766763,a_2144,a_62917
548302,659,6969,1,0.8932699246582598,a_2144,p_30595
548309,659,6422,1,0.9115002056766763,a_2144,p_2177
548339,659,7276,1,0.9115002056766763,a_2144,p_42152
548347,659,6057,1,0.9115002056766763,a_2144,p_14135
548353,659,6886,1,0.9115002056766763,a_2144,p_28912
548382,659,7878,1,0.8932699246582598,a_2144,p_64201
548408,659,7893,1,0.9115002056766763,a_2144,p_6461
548409,659,6684,1,0.8832699246582598,a_2144,p_25359
548423,659,3537,1,0.8832174559095661,a_2144,a_62752
548428,659,1535,1,0.9115002056766763,a_2144,a_31070
548432,659,165,1,0.8657929161683735,a_2144,a_11353
548439,659,6386,1,0.8932699246582598,a_2144,p_2089
548441,659,6783,1,0.9115002056766763,a_2144,p_26797
548505,659,8852,1,0.9115002056766763,a_2144,p_94530
548506,659,8037,1,0.9115002056766763,a_2144,p_69761
548512,659,7630,1,0.9115002056766763,a_2144,p_56075
548516,659,8265,1,0.9115002056766763,a_2144,p_76948
548527,659,7647,1,0.9115002056766763,a_2144,p_56691
548529,659,8056,1,0.8932699246582598,a_2144,p_70148
548534,659,8570,1,0.9115002056766763,a_2144,p_87580
548550,659,8564,1,0.9115002056766763,a_2144,p_87490
548551,659,8113,1,0.9115002056766763,a_2144,p_71333
548564,659,8815,1,0.9115002056766763,a_2144,p_93602
548583,659,8642,1,0.8932699246582598,a_2144,p_89029
548595,659,7958,1,0.9115002056766763,a_2144,p_67552
548599,659,8906,1,0.8832174559095661,a_2144,p_95924
548626,659,8763,1,0.9115002056766763,a_2144,p_92004
548652,659,6505,1,0.9115002056766763,a_2144,p_22774
548667,659,8366,1,0.9115002056766763,a_2144,p_80231
548669,659,8078,1,0.8932699246582598,a_2144,p_70934
548671,659,8929,1,0.9115002056766763,a_2144,p_97029
548675,659,8584,1,0.9115002056766763,a_2144,p_87781
548685,659,8739,1,0.9115002056766763,a_2144,p_91211
548704,659,7335,1,0.9115002056766763,a_2144,p_44082
548724,659,7514,1,0.8932699246582598,a_2144,p_52512
548727,659,8741,1,0.8932699246582598,a_2144,p_91222
548730,659,8244,1,0.9015002056766764,a_2144,p_75885
548747,659,8753,1,0.8932699246582598,a_2144,p_91553
548759,659,7912,1,0.9115002056766763,a_2144,p_65626
548761,659,7615,1,0.9115002056766763,a_2144,p_55635
548765,659,8559,1,0.8932699246582598,a_2144,p_87383
548768,659,7569,1,0.9115002056766763,a_2144,p_54140
548774,659,8689,1,0.8932699246582598,a_2144,p_90074
548788,659,8112,1,0.8932699246582598,a_2144,p_71322
548792,659,7838,1,0.9115002056766763,a_2144,p_62586
548795,659,7378,1,0.9115002056766763,a_2144,p_45528
548802,659,8952,1,0.8932699246582598,a_2144,p_98122
548811,659,8155,1,0.9115002056766763,a_2144,p_72732
548815,659,8537,1,0.9115002056766763,a_2144,p_86791
548831,659,8502,1,0.9115002056766763,a_2144,p_85522
548836,659,7859,1,0.8932699246582598,a_2144,p_63420
548847,659,8854,1,0.9115002056766763,a_2144,p_94534
548850,659,7853,1,0.9115002056766763,a_2144,p_63275
548868,659,8201,1,0.9115002056766763,a_2144,p_74165
548874,659,8381,1,0.8932699246582598,a_2144,p_80662
548879,659,7570,1,0.9115002056766763,a_2144,p_54142
548901,659,8428,1,0.9115002056766763,a_2144,p_81691
548909,659,8550,1,0.9013002056766762,a_2144,p_87
548919,659,6865,1,0.9115002056766763,a_2144,p_28378
548942,659,7410,1,0.8932699246582598,a_2144,p_46982
548948,659,7817,1,0.8932699246582598,a_2144,p_61925
548953,659,8543,1,0.9115002056766763,a_2144,p_86831
548957,659,8710,1,0.9115002056766763,a_2144,p_90503
548965,659,6568,1,0.9115002056766763,a_2144,p_2342
548976,659,8392,1,0.9115002056766763,a_2144,p_80796
548992,659,8720,1,0.9115002056766763,a_2144,p_90792
549006,659,8565,1,0.8932699246582598,a_2144,p_87495
549007,659,7262,1,0.9115002056766763,a_2144,p_415
549023,659,8307,1,0.8932699246582598,a_2144,p_7872
549040,659,7749,1,0.9015002056766764,a_2144,p_5974
549044,659,7730,1,0.8932699246582598,a_2144,p_58780
549299,7197,3853,1,0.8886071552428221,p_3908,a_67681
549396,7197,1732,1,0.8620681372107792,p_3908,a_34604
553606,542,2188,1,0.8591169672456254,a_16551,a_43207
553620,542,1926,1,0.8514878350732096,a_16551,a_38939
554336,542,2845,1,0.8576469584357228,a_16551,a_53234
563629,455,4070,1,0.8583138719217084,a_15463,a_71163
563636,455,2489,1,0.87634965921186,a_15463,a_47531
564003,455,4276,1,0.8568643702605789,a_15463,a_75742
564683,1070,476,1,0.8575315874008208,a_26241,a_15749
564730,1070,4070,1,0.8603318838672154,a_26241,a_71163
565051,1070,394,1,0.8505225577842042,a_26241,a_14586
569785,3814,2845,1,0.8552236421527479,a_67088,a_53234
573353,6478,2651,1,0.8763006997948624,p_22348,a_5048
573576,6478,3853,1,0.8886071552428221,p_22348,a_67681
573673,6478,1732,1,0.8620681372107792,p_22348,a_34604
575255,2692,2845,1,0.8507277343505132,a_51059,a_53234
575536,6477,2651,1,0.8763006997948624,p_22334,a_5048
